shipment_id,company_id,commodity,weight_kg,declared_value_usd,physical_value_usd,igm_quantity,bol_quantity,invoice_quantity,igm_value,bol_value,invoice_value,actual_origin_country,declared_origin_country,route,route_risk_score,account_age_days,company_trust_score,kyc_verified,submission_hour,burst_count,linked_company_id,shared_director_flag,pickup_attempts,driver_verified,risk_score,is_anomalous,fraud_type,temperature_celsius,volume_cbm
SHP0000741,COMP00022,gold,26,1773000.16,1321037.96,24.81,25.52,26.2,1852890.48,1836673.98,1724837.61,Istanbul,Istanbul,Istanbul → India,51,115,49,0,9,5,,0,2,0,49,1,overvaluation,,
SHP0000167,COMP00109,gold,76,3651718.89,3506653.72,75.05,76.43,76.65,3665374.24,3680620.55,3663881.53,Rotterdam,Rotterdam,Rotterdam → India,15,1164,93,1,13,2,,0,1,1,9,0,normal,,
SHP0000896,COMP00123,electronics,3699,1386255.06,1624699.99,3691.98,3667.35,3553.52,1444922.6,1428537.41,1348838.08,Chennai,China,Chennai → Dubai,33,705,46,0,19,6,,0,2,1,37,1,origin_fraud,,
SHP0000162,COMP00059,electronics,513,31305.47,30698.57,514.01,514.36,514.58,31553.1,30996.23,30805.76,Rotterdam,Rotterdam,Rotterdam → India,15,448,69,0,16,2,,0,1,1,12,0,normal,,
SHP0000810,COMP00072,gold,9,399643.9,428594.87,9.22,8.92,8.98,396097.16,416826.28,393390.74,Shanghai,Shanghai,Shanghai → India,27,597,43,0,1,8,,0,2,1,50,1,behavioral_anomaly,,
SHP0000227,COMP00144,electronics,2787,1368963.27,1370645.01,2744.0,2801.76,2806.94,1383911.62,1381323.42,1384103.42,Dubai,Dubai,Dubai → India,35,3047,94,0,14,3,,0,1,1,29,0,normal,,
SHP0000800,COMP00002,textiles,7963,80244.22,129458.76,7649.7,8286.29,7597.7,79695.76,76651.25,76998.69,Hong Kong,Hong Kong,Hong Kong → India,43,50,30,0,10,3,,0,2,1,61,1,undervaluation,,
SHP0000729,COMP00028,machinery,1808,465325.78,396290.96,1850.0,1858.07,1875.34,452093.77,445959.11,464529.81,Mumbai,Mumbai,Mumbai → Singapore,33,31,51,1,19,6,,0,1,0,46,1,overvaluation,,
SHP0000508,COMP00029,textiles,4826,224093.81,234590.79,4833.83,4821.97,4911.91,225650.01,222143.74,223786.58,Istanbul,Istanbul,Istanbul → India,40,309,71,1,11,1,,0,1,1,22,0,normal,,
SHP0000173,COMP00091,machinery,2251,633246.75,609545.86,2272.35,2272.37,2210.68,637861.7,632843.42,635252.25,Hong Kong,Hong Kong,Hong Kong → India,30,146,51,1,10,3,,0,1,1,7,0,normal,,
SHP0000259,COMP00048,gold,98,5690253.93,5749347.78,98.3,98.12,97.49,5755269.2,5662121.14,5790150.88,Rotterdam,Rotterdam,Rotterdam → India,15,1336,92,0,17,1,,0,1,1,9,0,normal,,
SHP0000206,COMP00127,electronics,3865,1468966.82,1412586.54,3908.44,3887.05,3880.63,1497779.83,1463832.9,1494895.4,Istanbul,Istanbul,Istanbul → India,40,2802,62,1,17,2,,0,1,1,14,0,normal,,
SHP0000892,COMP00123,gold,80,4067410.07,5033438.85,81.92,77.98,82.67,4028811.21,4255321.94,3897159.55,Chennai,Chennai,Chennai → Dubai,31,705,46,0,19,5,,0,1,1,50,1,undervaluation,,
SHP0000662,COMP00059,textiles,16621,653781.75,638895.92,17376.25,17303.53,17389.39,649068.94,634003.13,662062.46,Bangkok,Bangkok,Bangkok → India,34,448,69,0,5,9,,0,2,1,50,1,behavioral_anomaly,,
SHP0000979,COMP00064,chemicals,1123,563958.4,210395.82,679.16,1301.02,1247.52,456487.49,836396.02,555003.55,Bangkok,Bangkok,Bangkok → India,54,58,49,0,5,44,,0,3,0,97,1,overvaluation,,
SHP0000528,COMP00101,machinery,10900,558054.54,579330.82,10715.96,10945.08,11083.14,552935.7,556609.08,559593.02,Mumbai,Mumbai,Mumbai → Singapore,20,1970,86,1,17,1,,0,1,1,6,0,normal,,
SHP0000219,COMP00083,textiles,3574,83757.4,85057.09,3539.72,3549.66,3525.46,82318.42,83230.81,84307.58,Dubai,Dubai,Dubai → India,35,1683,66,1,17,1,,0,1,1,19,0,normal,,
SHP0000689,COMP00054,machinery,1088,145816.88,115883.06,1097.54,1040.57,1127.43,152546.32,142124.03,145089.18,Hong Kong,Hong Kong,Hong Kong → India,38,650,41,0,17,3,,0,3,1,62,1,overvaluation,,
SHP0000667,COMP00037,gold,95,5171756.23,5624534.85,81.62,85.78,107.4,4451935.37,5420023.9,5910811.77,Bangkok,Bangkok,Bangkok → India,34,1913,68,1,16,6,,0,2,0,53,1,document_inconsistency,,
SHP0000296,COMP00080,machinery,14726,3018658.58,3131893.91,14897.13,14620.3,14752.85,2971035.2,2991206.58,3037541.6,Rotterdam,Rotterdam,Rotterdam → India,15,2222,82,1,14,2,,0,1,1,8,0,normal,,
SHP0000572,COMP00044,gold,94,3985123.96,4105736.23,93.05,94.75,95.54,4055789.79,3986736.38,4013353.59,Hong Kong,Hong Kong,Hong Kong → India,30,2804,89,1,16,3,,0,1,1,27,0,normal,,
SHP0000674,COMP00099,machinery,10037,1416942.06,1369602.1,9203.34,9358.7,11131.91,1333796.74,1444813.81,1683637.0,Shanghai,Shanghai,Shanghai → India,26,39,52,1,16,6,,0,2,1,67,1,document_inconsistency,,
SHP0000379,COMP00136,electronics,2957,884442.66,866685.88,2948.82,2945.89,2983.63,894925.1,890331.94,901628.03,Mumbai,Mumbai,Mumbai → Singapore,20,2188,64,0,16,2,,0,1,1,11,0,normal,,
SHP0000335,COMP00021,machinery,14351,3546486.61,3676438.1,14098.2,14406.12,14144.34,3534544.68,3549932.97,3532689.29,Bangkok,Bangkok,Bangkok → India,28,172,51,1,14,2,,0,1,1,26,0,normal,,
SHP0000361,COMP00097,gold,1,42382.81,42435.33,0.99,1.0,1.0,42753.61,42052.74,41595.49,Mumbai,Mumbai,Mumbai → Singapore,20,380,52,1,17,2,,0,1,1,27,0,normal,,
SHP0000394,COMP00016,machinery,7664,1411286.55,1387637.15,7607.45,7603.7,7623.17,1388677.44,1418811.42,1437608.42,Antwerp,Antwerp,Antwerp → India,18,3008,87,1,17,1,,0,1,1,19,0,normal,,
SHP0000801,COMP00030,chemicals,7311,932104.92,767125.24,7323.72,6956.39,7138.86,933412.74,938923.2,971789.44,Rotterdam,Rotterdam,Rotterdam → India,28,618,56,1,11,5,,0,1,0,69,1,overvaluation,,
SHP0000607,COMP00090,gold,87,2954769.81,4584153.49,83.66,87.32,86.45,2886181.8,2985500.89,3064490.34,Singapore,Netherlands,Singapore → India,36,369,64,1,18,5,,0,2,1,35,1,origin_fraud,,
SHP0000509,COMP00012,electronics,4479,1838007.86,1862292.07,4479.63,4439.59,4553.52,1846495.88,1826711.14,1845829.4,Rotterdam,Rotterdam,Rotterdam → India,15,450,79,1,15,1,,0,1,1,17,0,normal,,
SHP0000624,COMP00027,gold,81,4073605.21,3829314.54,79.54,81.74,77.54,3929991.48,3899762.32,4200830.96,Dubai,Hong Kong,Dubai → India,40,565,56,1,7,6,,0,2,1,38,1,origin_fraud,,
SHP0000967,COMP00009,gold,7,368764.25,419454.92,4.66,8.22,7.49,261333.12,505419.55,394107.02,Bangkok,India,Bangkok → India,55,519,46,0,2,34,COMP00008,1,5,0,75,1,origin_fraud,,
SHP0000814,COMP00091,electronics,133,26455.61,37352.09,135.3,131.5,129.69,25572.52,26057.38,27095.32,Bangkok,Thailand,Bangkok → India,39,146,51,1,11,3,,0,1,0,53,1,origin_fraud,,
SHP0000414,COMP00067,gold,70,4133001.48,4266764.25,70.59,70.12,70.9,4115191.06,4128666.11,4171025.38,Bangkok,Bangkok,Bangkok → India,28,2361,64,1,12,1,,0,1,1,27,0,normal,,
SHP0000198,COMP00042,chemicals,3032,388944.05,381031.37,3058.01,3047.71,2983.79,389159.59,389013.21,386910.35,Antwerp,Antwerp,Antwerp → India,18,374,51,1,17,2,,0,1,1,12,0,normal,,
SHP0000625,COMP00079,gold,77,2678357.23,4484084.77,78.74,79.63,75.45,2629235.64,2724216.48,2552861.72,Istanbul,Turkey,Istanbul → India,49,81,24,0,8,4,,0,2,1,50,1,origin_fraud,,
SHP0000119,COMP00046,electronics,2775,1225884.81,1193864.23,2769.59,2801.92,2805.19,1202699.28,1215224.63,1224116.17,Singapore,Singapore,Singapore → India,25,1945,76,1,17,1,,0,1,1,14,0,normal,,
SHP0000052,COMP00150,chemicals,7257,998471.35,981728.45,7269.33,7256.02,7135.53,994607.72,992891.12,995212.33,Shanghai,Shanghai,Shanghai → India,20,2376,89,1,11,3,,0,1,1,16,0,normal,,
SHP0000616,COMP00059,chemicals,9368,1250683.88,1238076.72,9076.31,9375.4,9394.78,1289530.6,1280140.08,1271169.03,Bangkok,Bangkok,Bangkok → India,39,448,69,0,0,14,,0,1,1,46,1,behavioral_anomaly,,
SHP0000851,COMP00115,gold,15,658245.81,609595.6,15.71,15.55,15.59,683678.87,660989.83,667882.64,Dubai,Dubai,Dubai → India,47,147,44,0,3,11,,0,2,1,68,1,behavioral_anomaly,,
SHP0000111,COMP00038,gold,57,2288013.29,2186718.42,56.37,56.58,56.77,2326691.98,2286734.77,2243479.64,Rotterdam,Rotterdam,Rotterdam → India,15,1884,92,1,12,2,,0,1,1,26,0,normal,,
SHP0000040,COMP00122,electronics,2453,1215625.28,1237026.64,2447.7,2460.24,2462.26,1209965.92,1205064.56,1231258.85,Bangkok,Bangkok,Bangkok → India,28,1203,73,1,12,3,,0,1,1,15,0,normal,,
SHP0000947,COMP00052,chemicals,4225,275181.55,318609.48,3290.33,5534.28,4640.15,193604.02,335122.33,343731.77,Shanghai,Shanghai,Shanghai → India,47,55,26,0,4,36,COMP00057,1,3,0,74,1,network_fraud,,
SHP0000471,COMP00107,gold,43,2034857.28,1954203.01,43.35,42.83,42.6,2075389.8,2049432.51,2027363.94,Rotterdam,Rotterdam,Rotterdam → India,15,997,64,0,17,2,,0,1,1,18,0,normal,,
SHP0000597,COMP00083,chemicals,4100,342003.96,332908.63,4026.16,4081.02,4125.29,342463.84,345041.24,340585.02,Mumbai,Mumbai,Mumbai → Singapore,20,1683,66,1,15,3,,0,1,1,21,0,normal,,
SHP0000271,COMP00062,chemicals,9420,383049.67,399962.57,9527.09,9412.91,9557.52,379210.87,384713.03,388506.33,Chennai,Chennai,Chennai → Dubai,25,1871,60,1,12,3,,0,1,1,8,0,normal,,
SHP0000137,COMP00066,gold,45,2673689.59,2610236.42,44.59,44.98,45.87,2648980.31,2668715.03,2715557.43,Mumbai,Mumbai,Mumbai → Singapore,20,2515,64,1,9,1,,0,1,1,16,0,normal,,
SHP0000968,COMP00007,textiles,9169,427384.55,501795.65,6338.08,11763.58,11667.35,352842.92,647956.77,421030.24,Rotterdam,India,Rotterdam → India,48,164,23,0,3,25,COMP00071,1,3,0,98,1,behavioral_anomaly,,
SHP0000908,COMP00060,textiles,15255,452333.96,496354.95,9980.37,17776.54,12105.63,321366.1,634420.35,437234.86,Shanghai,Shanghai,Shanghai → India,43,237,65,1,4,17,,1,4,1,88,1,behavioral_anomaly,,
SHP0000717,COMP00032,electronics,1081,177431.89,303376.3,1083.5,1124.09,1044.72,182827.76,182612.21,170816.9,Bangkok,Hong Kong,Bangkok → India,41,153,39,0,7,5,,0,2,1,55,1,origin_fraud,,
SHP0000213,COMP00070,chemicals,3876,435238.95,432557.22,3952.94,3855.01,3883.27,438210.34,436987.46,430086.15,Mumbai,Mumbai,Mumbai → Singapore,20,1921,88,0,15,1,,0,1,1,27,0,normal,,
SHP0000541,COMP00020,textiles,17757,773606.9,767039.53,17465.32,17734.9,17565.75,767145.63,777819.46,760471.89,Rotterdam,Rotterdam,Rotterdam → India,15,1593,91,1,16,1,,0,1,1,21,0,normal,,
SHP0000829,COMP00037,gold,64,4628993.28,3926666.0,63.75,61.05,60.89,4452734.44,4698007.75,4660083.03,Bangkok,Bangkok,Bangkok → India,40,1913,68,1,13,4,,0,3,1,47,1,overvaluation,,
SHP0000032,COMP00103,machinery,2966,696192.54,709839.35,2924.94,2984.74,2933.31,688501.5,696707.37,698780.7,Antwerp,Antwerp,Antwerp → India,18,3454,78,1,14,2,,0,1,1,15,0,normal,,
SHP0000328,COMP00084,chemicals,3338,296752.0,306816.24,3290.64,3338.38,3279.52,291661.58,297190.4,297535.64,Mumbai,Mumbai,Mumbai → Singapore,20,373,77,1,16,2,,0,1,1,17,0,normal,,
SHP0000451,COMP00048,textiles,2100,20632.52,20474.64,2096.0,2109.81,2128.56,20669.64,20462.01,20415.34,Hong Kong,Hong Kong,Hong Kong → India,30,1336,92,0,11,1,,0,1,1,22,0,normal,,
SHP0000041,COMP00140,chemicals,9845,1027198.7,1072837.51,9688.34,9914.74,9855.64,1040590.12,1023056.51,1041166.43,Antwerp,Antwerp,Antwerp → India,18,2790,79,1,16,2,,0,1,1,15,0,normal,,
SHP0000252,COMP00047,chemicals,8975,889900.76,870177.75,9082.09,8943.81,8902.98,880379.04,883309.78,881231.81,Shanghai,Shanghai,Shanghai → India,20,552,76,1,12,1,,0,1,1,17,0,normal,,
SHP0000336,COMP00003,gold,16,842496.84,865153.27,16.32,15.84,16.15,844916.13,841385.62,829946.0,Chennai,Chennai,Chennai → Dubai,25,3649,81,0,13,2,,0,1,1,27,0,normal,,
SHP0000697,COMP00111,gold,8,391058.08,413063.41,7.34,7.96,9.13,333104.52,384627.97,456795.85,Shanghai,Shanghai,Shanghai → India,33,721,56,1,16,5,,0,2,1,62,1,document_inconsistency,,
SHP0000905,COMP00021,electronics,3792,294055.35,756307.07,2528.63,4958.47,3860.05,181504.73,466775.38,388452.43,Dubai,Dubai,Dubai → India,63,172,51,1,1,15,COMP00024,0,3,0,87,1,undervaluation,,
SHP0000037,COMP00015,machinery,3219,387831.85,397275.88,3175.32,3239.47,3261.77,387947.7,384003.06,384528.11,Mumbai,Mumbai,Mumbai → Singapore,20,2252,94,1,14,1,,0,1,1,13,0,normal,,
SHP0000368,COMP00010,textiles,9183,227767.77,227377.18,9077.32,9112.39,9306.57,227790.23,225555.6,230528.15,Bangkok,Bangkok,Bangkok → India,28,214,79,1,17,1,,0,1,1,11,0,normal,,
SHP0000644,COMP00092,electronics,2547,567232.35,617712.29,2287.67,2510.53,2884.61,497759.78,516907.67,655815.66,Chennai,Singapore,Chennai → Dubai,32,328,50,0,18,5,,0,1,1,43,1,origin_fraud,,
SHP0000598,COMP00090,gold,75,3401661.47,3386337.25,74.91,75.31,76.32,3378437.82,3370515.89,3401157.36,Mumbai,Mumbai,Mumbai → Singapore,20,369,64,1,14,2,,0,1,1,29,0,normal,,
SHP0000839,COMP00104,chemicals,5478,187043.36,218473.26,5663.73,5714.33,5380.74,195014.07,192523.88,194944.74,Antwerp,Antwerp,Antwerp → India,31,636,52,1,8,5,,0,3,0,64,1,undervaluation,,
SHP0000026,COMP00038,gold,93,4950678.63,5068433.38,93.08,92.86,94.4,4934342.6,4946910.46,5047779.52,Antwerp,Antwerp,Antwerp → India,18,1884,92,1,9,1,,0,1,1,17,0,normal,,
SHP0000882,COMP00091,chemicals,4759,297956.44,212746.31,4878.22,4682.42,4858.89,284484.8,295211.07,304065.58,Chennai,Chennai,Chennai → Dubai,30,146,51,1,9,6,,0,3,0,41,1,overvaluation,,
SHP0000303,COMP00016,textiles,10579,436955.97,451900.55,10571.69,10637.7,10652.14,440875.54,436891.29,439287.77,Dubai,Dubai,Dubai → India,35,3008,87,1,16,2,,0,1,1,19,0,normal,,
SHP0000532,COMP00125,chemicals,5168,289100.78,285379.21,5168.35,5191.3,5088.05,288018.0,289014.47,289572.91,Singapore,Singapore,Singapore → India,25,194,76,0,16,2,,0,1,1,16,0,normal,,
SHP0000880,COMP00100,electronics,1267,433494.19,561467.66,1249.79,1230.25,1301.99,432905.03,421562.26,420280.19,Chennai,Chennai,Chennai → Dubai,33,175,40,0,7,4,,0,2,0,66,1,undervaluation,,
SHP0000613,COMP00064,textiles,4591,72113.18,100465.74,4695.96,4524.36,4642.73,72728.85,72456.55,73126.25,Istanbul,Istanbul,Istanbul → India,51,58,49,0,11,5,,0,2,1,59,1,undervaluation,,
SHP0000459,COMP00080,chemicals,1760,259799.88,270350.38,1734.5,1744.31,1726.1,256096.4,260620.59,262163.82,Bangkok,Bangkok,Bangkok → India,28,2222,82,1,16,2,,0,1,1,17,0,normal,,
SHP0000337,COMP00074,electronics,726,254933.86,254520.93,723.63,723.94,728.72,255704.71,253207.74,254645.68,Shanghai,Shanghai,Shanghai → India,20,2622,94,1,14,1,,0,1,1,16,0,normal,,
SHP0000740,COMP00137,machinery,2793,962906.26,680237.09,2693.93,2741.69,2925.97,939491.42,958681.72,917651.61,Antwerp,Antwerp,Antwerp → India,32,147,20,0,11,4,,0,3,1,62,1,overvaluation,,
SHP0000403,COMP00108,machinery,3069,344379.9,361011.62,3086.53,3082.36,3127.51,342688.33,346458.85,343478.05,Rotterdam,Rotterdam,Rotterdam → India,15,580,62,1,16,2,,0,1,1,15,0,normal,,
SHP0000293,COMP00023,gold,36,1764042.22,1735368.47,36.53,35.7,35.58,1781856.81,1748211.49,1763515.5,Mumbai,Mumbai,Mumbai → Singapore,20,2768,92,1,13,3,,0,1,1,19,0,normal,,
SHP0000410,COMP00103,chemicals,6771,227195.88,224375.3,6857.82,6704.26,6759.28,225643.96,225162.39,226743.64,Hong Kong,Hong Kong,Hong Kong → India,30,3454,78,1,11,3,,0,1,1,23,0,normal,,
SHP0000924,COMP00053,machinery,4883,239407.36,383964.2,3467.36,6478.67,5139.85,162673.67,340325.31,290040.78,Singapore,UAE,Singapore → India,57,86,27,0,23,23,,0,3,0,76,1,undervaluation,,
SHP0000476,COMP00074,chemicals,3657,577066.58,560342.73,3631.17,3680.35,3662.34,585374.97,573754.63,579554.39,Chennai,Chennai,Chennai → Dubai,25,2622,94,1,10,3,,0,1,1,16,0,normal,,
SHP0000466,COMP00129,machinery,1252,228840.54,238377.61,1267.06,1250.78,1262.95,229629.91,228805.61,226024.12,Singapore,Singapore,Singapore → India,25,604,65,1,13,1,,0,1,1,10,0,normal,,
SHP0000877,COMP00097,gold,96,4757550.07,4973920.87,94.76,92.97,95.45,4598528.49,4986885.21,4565462.32,Hong Kong,Hong Kong,Hong Kong → India,39,380,52,1,2,14,,0,3,1,68,1,behavioral_anomaly,,
SHP0000977,COMP00024,textiles,1166,22083.03,19399.64,859.38,1472.95,1430.28,13802.07,28776.31,27079.52,Hong Kong,Hong Kong,Hong Kong → India,66,438,48,0,1,16,COMP00056,1,3,0,73,1,behavioral_anomaly,,
SHP0000017,COMP00068,chemicals,7384,686303.34,686129.35,7449.04,7325.9,7277.68,679815.96,683098.28,692677.3,Shanghai,Shanghai,Shanghai → India,20,2512,87,1,11,1,,0,1,1,29,0,normal,,
SHP0000651,COMP00107,chemicals,3386,136491.96,204756.15,3526.47,3335.89,3355.8,129918.12,133359.77,140651.22,Mumbai,Mumbai,Mumbai → Singapore,29,997,64,0,19,5,,0,2,0,61,1,undervaluation,,
SHP0000067,COMP00015,electronics,3115,1092417.29,1105470.62,3110.45,3107.51,3160.27,1093251.1,1091962.45,1071689.42,Antwerp,Antwerp,Antwerp → India,18,2252,94,1,12,1,,0,1,1,6,0,normal,,
SHP0000587,COMP00025,gold,79,3546650.64,3415979.73,78.38,79.62,80.49,3597626.64,3518988.02,3610125.47,Mumbai,Mumbai,Mumbai → Singapore,20,404,54,0,13,1,,0,1,1,11,0,normal,,
SHP0000657,COMP00128,electronics,4644,792843.23,720056.77,4739.23,4621.24,4458.59,809296.54,755672.75,822194.02,Istanbul,Istanbul,Istanbul → India,50,290,73,1,0,10,,0,1,1,59,1,behavioral_anomaly,,
SHP0000417,COMP00148,electronics,857,250414.58,251249.05,853.77,851.33,873.37,253953.61,250406.23,251448.75,Chennai,Chennai,Chennai → Dubai,25,404,79,1,11,3,,0,1,1,28,0,normal,,
SHP0000268,COMP00119,gold,43,2012202.41,2003272.09,43.31,43.04,42.74,2007022.58,2024053.51,1994344.45,Antwerp,Antwerp,Antwerp → India,18,3571,81,0,10,3,,0,1,1,5,0,normal,,
SHP0000050,COMP00107,chemicals,8642,926350.85,941248.44,8660.32,8658.85,8740.12,925643.26,917842.39,913900.68,Chennai,Chennai,Chennai → Dubai,25,997,64,0,13,2,,0,1,1,26,0,normal,,
SHP0000057,COMP00031,chemicals,9644,208556.06,210399.96,9682.08,9624.07,9542.56,206342.65,210156.56,208072.41,Bangkok,Bangkok,Bangkok → India,28,2660,75,1,12,1,,0,1,1,14,0,normal,,
SHP0000438,COMP00010,chemicals,7853,988738.44,960328.45,7726.42,7784.56,7882.12,1001593.44,995824.34,987299.71,Shanghai,Shanghai,Shanghai → India,20,214,79,1,16,3,,0,1,1,14,0,normal,,
SHP0000592,COMP00078,gold,60,3316323.68,3479685.03,60.38,59.46,59.05,3366864.99,3318147.39,3359414.29,Rotterdam,Rotterdam,Rotterdam → India,15,255,53,1,16,1,,0,1,1,19,0,normal,,
SHP0000210,COMP00148,gold,59,2679893.58,2706067.64,59.86,59.53,58.07,2642892.68,2703730.5,2705249.15,Shanghai,Shanghai,Shanghai → India,20,404,79,1,17,3,,0,1,1,28,0,normal,,
SHP0000650,COMP00067,electronics,861,338793.54,344651.92,840.44,902.49,895.26,326207.89,322740.09,345174.06,Dubai,Dubai,Dubai → India,49,2361,64,1,2,9,,0,2,1,61,1,behavioral_anomaly,,
SHP0000145,COMP00065,chemicals,4208,403825.63,395548.85,4205.64,4214.5,4131.2,397735.99,404299.26,401292.31,Shanghai,Shanghai,Shanghai → India,20,397,78,1,15,1,,0,1,1,10,0,normal,,
SHP0000314,COMP00136,gold,42,1809292.39,1895601.37,42.08,41.69,42.66,1778508.25,1824046.64,1845229.69,Rotterdam,Rotterdam,Rotterdam → India,15,2188,64,0,15,2,,0,1,1,18,0,normal,,
SHP0000654,COMP00006,textiles,8107,63316.8,67382.73,6965.81,8115.93,8558.14,58079.58,64991.88,70270.46,Chennai,Chennai,Chennai → Dubai,35,3464,62,1,13,6,,0,2,1,36,1,document_inconsistency,,
SHP0000520,COMP00050,chemicals,4557,183325.68,179081.78,4555.61,4587.69,4495.69,181690.08,181733.67,184836.18,Singapore,Singapore,Singapore → India,25,467,66,1,11,1,,0,1,1,8,0,normal,,
SHP0000393,COMP00121,gold,52,2521951.66,2492415.36,52.46,52.05,52.92,2496821.96,2501804.43,2511184.09,Hong Kong,Hong Kong,Hong Kong → India,30,187,54,1,14,3,,0,1,1,22,0,normal,,
SHP0000995,COMP00051,chemicals,6636,219537.38,238340.45,5147.63,8650.1,6676.86,155530.4,315542.93,189543.48,Dubai,Dubai,Dubai → India,71,283,68,1,5,27,,1,6,0,73,1,behavioral_anomaly,,
SHP0000350,COMP00128,chemicals,3993,307659.34,317160.67,4052.97,3977.22,4050.29,312055.56,309287.79,303311.44,Mumbai,Mumbai,Mumbai → Singapore,20,290,73,1,15,3,,0,1,1,10,0,normal,,
SHP0000835,COMP00114,electronics,3706,575866.04,578315.52,3213.88,3505.19,4010.43,498678.68,536003.11,672774.38,Istanbul,Istanbul,Istanbul → India,51,290,55,0,14,3,,0,2,1,55,1,document_inconsistency,,
SHP0000756,COMP00132,textiles,11939,120911.81,83405.9,12088.41,11746.36,11493.05,119877.78,115045.28,125035.45,Rotterdam,Rotterdam,Rotterdam → India,25,91,28,0,18,3,,0,1,0,52,1,overvaluation,,
SHP0000199,COMP00059,gold,15,814297.99,811180.54,15.25,15.06,15.14,826078.96,810618.53,824299.88,Singapore,Singapore,Singapore → India,25,448,69,0,11,1,,0,1,1,10,0,normal,,
SHP0000583,COMP00039,textiles,9871,339237.55,337748.28,9830.64,9836.39,10061.09,334281.25,337981.05,339040.76,Hong Kong,Hong Kong,Hong Kong → India,30,2175,94,1,13,3,,0,1,1,19,0,normal,,
SHP0000338,COMP00093,chemicals,5785,187709.61,193857.08,5728.2,5781.88,5679.32,189206.33,187073.5,189547.19,Istanbul,Istanbul,Istanbul → India,40,2824,73,1,13,1,,0,1,1,12,0,normal,,
SHP0000567,COMP00049,machinery,1230,256534.38,253763.76,1223.54,1234.67,1224.45,254955.24,258257.72,252442.92,Mumbai,Mumbai,Mumbai → Singapore,20,307,70,1,15,1,,0,1,1,7,0,normal,,
SHP0000958,COMP00057,gold,92,2163873.47,4715358.6,64.64,110.23,105.53,1367057.5,2686556.06,2590376.23,Rotterdam,Belgium,Rotterdam → India,54,623,44,0,23,35,COMP00029,1,7,0,87,1,undervaluation,,
SHP0000165,COMP00097,textiles,15561,209341.02,213942.16,15789.39,15546.67,15761.07,209798.7,209914.99,209561.07,Shanghai,Shanghai,Shanghai → India,20,380,52,1,13,2,,0,1,1,24,0,normal,,
SHP0000519,COMP00143,textiles,16238,480934.4,488146.11,16402.83,16277.62,16264.03,485736.32,483123.26,483432.8,Rotterdam,Rotterdam,Rotterdam → India,15,3290,81,0,12,3,,0,1,1,19,0,normal,,
SHP0000425,COMP00121,textiles,8357,198751.38,194968.52,8503.36,8386.61,8229.65,195324.33,198685.99,196526.08,Chennai,Chennai,Chennai → Dubai,25,187,54,1,11,2,,0,1,1,8,0,normal,,
SHP0000744,COMP00078,electronics,476,109274.46,119762.94,462.95,481.34,472.81,104586.85,109141.98,111483.6,Istanbul,Istanbul,Istanbul → India,49,255,53,1,0,11,,0,3,1,57,1,behavioral_anomaly,,
SHP0000976,COMP00141,gold,86,1747801.9,4220394.89,66.53,116.79,103.87,1345136.11,2764334.53,1848655.9,Shanghai,Belgium,Shanghai → India,41,130,34,0,3,41,,1,7,1,74,1,undervaluation,,
SHP0000659,COMP00006,gold,56,1625415.05,2181433.13,55.72,56.4,55.64,1611574.13,1663242.26,1655627.66,Shanghai,Belgium,Shanghai → India,31,3464,62,1,15,4,,0,3,1,68,1,origin_fraud,,
SHP0000516,COMP00011,textiles,11955,195560.81,198627.5,11810.68,11869.88,12193.85,196518.09,195290.89,193903.74,Mumbai,Mumbai,Mumbai → Singapore,20,2230,85,1,14,2,,0,1,1,11,0,normal,,
SHP0000095,COMP00012,gold,28,1318711.16,1307123.77,28.06,28.19,27.52,1314717.94,1307703.03,1319484.32,Chennai,Chennai,Chennai → Dubai,25,450,79,1,17,1,,0,1,1,13,0,normal,,
SHP0000502,COMP00028,electronics,4332,494946.32,489473.93,4410.27,4316.38,4395.78,502494.26,493463.33,486695.72,Singapore,Singapore,Singapore → India,25,31,51,1,15,2,,0,1,1,26,0,normal,,
SHP0000931,COMP00001,gold,44,826444.59,1997262.47,26.6,58.57,40.03,560602.94,1189465.69,830886.68,Bangkok,Bangkok,Bangkok → India,49,132,27,0,2,26,,1,4,0,82,1,undervaluation,,
SHP0000533,COMP00077,electronics,4105,1485169.68,1493467.44,4137.76,4097.78,4045.62,1495017.26,1485902.53,1493449.49,Shanghai,Shanghai,Shanghai → India,20,1126,71,1,12,3,,0,1,1,27,0,normal,,
SHP0000327,COMP00112,machinery,12014,2522470.66,2416553.56,11986.05,11933.11,11862.36,2492432.47,2516755.1,2477182.24,Singapore,Singapore,Singapore → India,25,2961,76,1,13,1,,0,1,1,23,0,normal,,
SHP0000398,COMP00086,electronics,3144,917429.33,889168.42,3171.57,3129.64,3120.89,930088.79,916994.88,923658.84,Shanghai,Shanghai,Shanghai → India,20,311,70,1,13,3,,0,1,1,19,0,normal,,
SHP0000685,COMP00030,chemicals,2474,120999.79,117144.39,2430.45,2495.56,2366.8,124988.77,121754.57,123066.79,Singapore,Singapore,Singapore → India,38,618,56,1,3,10,,0,3,0,41,1,behavioral_anomaly,,
SHP0000663,COMP00118,machinery,13737,5294563.17,3949866.35,13435.42,14054.47,13382.84,5120747.95,5310358.91,5183370.67,Shanghai,Netherlands,Shanghai → India,29,41,45,0,11,5,,0,2,1,38,1,origin_fraud,,
